Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
AKAZE;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;321.56;26.48;305.04;0.00;0.00;false;305.25;26.57;288.76;319.27;25.56;303.74;157.00;0.00;157.00;161.00;0.00;161.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;20.10;9.04;14.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
AKAZE;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;521.62;89.30;448.63;0.00;0.00;false;492.30;84.56;423.48;518.85;88.44;446.30;157.00;0.00;157.00;161.00;0.00;161.00;0.50;0.50;0.00;0.50;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;float;;float;28.72;10.02;21.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
AKAZE;;SURF;;BF;;336x252;;336x252;305x229;;305x229;758.71;28.19;752.49;0.00;0.00;false;715.28;27.78;709.53;753.17;28.28;749.05;157.00;0.00;157.00;161.00;0.00;161.00;13.00;0.00;13.00;13.00;0.00;13.00;7.00;0.00;7.00;6.00;0.00;6.00;13.65;4.41;15.09;float;;float;26.71;5.42;25.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
AKAZE;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;559.00;38.93;539.16;0.00;0.00;false;528.1;36.49;502.89;556.40;38.14;537.16;157.00;0.00;157.00;161.00;0.00;161.00;14.00;2.00;13.00;14.00;2.00;13.00;7.00;1.00;7.00;7.50;2.50;6.00;33.89;27.17;14.79;float;;float;23.19;3.77;21.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;AKAZE;;BF;;336x252;;336x252;305x229;;305x229;389.16;36.67;374.99;1.00;1.00;true;192.47;23.87;178.82;387.35;36.37;373.41;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;20.00;0.00;20.00;141.00;0.00;141.00;200.53;28.03;187.87;binary;;binary;7.9;4.92;3.97;0.09;0.07;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;AKAZE;;Flann;;336x252;;336x252;305x229;;305x229;398.24;31.46;382.71;0.66;0.66;true;185.57;17.67;178.08;397.07;31.43;381.31;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;15.50;6.50;16.00;145.50;6.50;145.00;200.51;25.95;185.88;binary;;binary;17.89;6.56;15.82;0.09;0.09;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;BRIEF;;BF;;336x252;;336x252;305x229;;305x229;364.07;61.11;362.95;0.00;0.00;false;45.16;15.50;38.14;361.03;60.68;359.51;137.00;0.00;137.00;181.00;0.00;181.00;181.00;0.00;181.00;181.00;0.00;181.00;20.00;0.00;20.00;161.00;0.00;161.00;321.27;58.68;316.22;binary;;binary;7.38;4.90;3.97;0.12;0.09;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;370.06;52.78;343.82;0.00;0.00;false;37.30;7.60;36.28;368.55;52.77;340.70;137.00;0.00;137.00;181.00;0.00;181.00;181.00;0.00;181.00;181.00;0.00;181.00;22.00;6.00;20.00;159.00;6.00;161.00;310.60;51.63;281.15;binary;;binary;26.39;7.09;22.67;1.33;1.30;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;246.32;38.68;224.74;0.00;0.00;false;30.39;8.86;26.61;244.72;38.40;223.01;138.00;0.00;138.00;193.00;0.00;193.00;193.00;0.00;193.00;193.00;0.00;193.00;10.00;0.00;10.00;183.00;0.00;183.00;213.62;37.73;190.09;binary;;binary;10.52;7.27;4.62;0.21;0.18;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
BRISK;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;257.64;33.26;244.04;0.00;0.00;false;34.61;12.87;26.27;254.11;31.25;242.27;138.00;0.00;138.00;193.00;0.00;193.00;193.00;0.00;193.00;193.00;0.00;193.00;23.50;12.50;24.00;169.50;12.50;169.00;201.27;25.94;194.48;binary;;binary;24.17;6.77;20.36;0.07;0.05;0.03;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
