Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
SIFT;;AKAZE;;BF;;336x252;;336x252;305x229;;305x229;1429.38;481.74;1775.70;1.00;1.00;true;959.67;317.18;668.08;1426.31;481.02;945.29;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;20.00;0.00;20.00;141.00;0.00;141.00;462.00;163.47;307.58;binary;;binary;4.37;2.88;2.62;0.05;0.04;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;AKAZE;;Flann;;336x252;;336x252;305x229;;305x229;1392.99;431.48;1708.72;0.71;0.71;true;910.11;275.70;656.20;1390.02;430.58;1705.69;157.00;0.00;157.00;161.00;0.00;161.00;161.00;0.00;161.00;161.00;0.00;161.00;14.50;5.50;16.00;146.50;5.50;145.00;482.42;184.67;303.84;binary;;binary;45.17;19.73;26.52;0.02;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;BRIEF;;BF;;336x252;;336x252;305x229;;305x229;788.34;93.02;733.25;0.00;0.00;false;409.06;44.67;383.76;786.11;92.80;730.57;327.00;0.00;327.00;341.00;0.00;341.00;341.00;0.00;341.00;341.00;0.00;341.00;34.00;0.00;34.00;307.00;0.00;307.00;381.67;57.45;336.76;binary;;binary;7.13;3.65;4.74;0.03;0.02;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;807.69;65.47;768.85;0.00;0.00;false;401.43;45.14;379.36;804.70;64.73;766.82;327.00;0.00;327.00;341.00;0.00;341.00;341.00;0.00;341.00;341.00;0.00;341.00;32.00;7.00;32.00;309.00;7.00;309.00;349.94;25.77;327.87;binary;;binary;65.48;17.16;57.30;0.03;0.02;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;785.75;76.30;729.36;0.00;0.00;false;411.18;46.71;379.94;782.90;75.59;727.27;370.00;0.00;370.00;375.00;0.00;375.00;375.00;0.00;375.00;375.00;0.00;375.00;16.00;0.00;16.00;359.00;0.00;359.00;381.06;52.26;333.47;binary;;binary;13.07;5.56;7.56;0.03;0.02;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;1125.1;358.2;778.30;0.00;0.00;false;537.39;179.35;401.61;1122.22;357.45;776.21;370.00;0.00;370.00;375.00;0.00;375.00;375.00;0.00;375.00;375.00;0.00;375.00;17.50;7.50;13.00;357.50;7.50;362.00;523.56;195.51;354.77;binary;;binary;109.38;46.22;64.75;0.02;0.01;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;FREAK;;BF;;336x252;;336x252;305x229;;305x229;977.14;301.94;690.18;0.00;0.00;false;522.29;163.49;383.30;974.29;301.23;688.09;150.00;0.00;150.00;198.00;0.00;198.00;198.00;0.00;198.00;198.00;0.00;198.00;28.00;0.00;28.00;170.00;0.00;170.00;466.37;160.75;315.94;binary;;binary;5.35;3.60;3.07;0.06;0.05;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;1003.45;306.06;711.35;0.01;0.01;false;514.46;152.03;376.02;1000.58;305.36;709.16;150.00;0.00;150.00;198.00;0.00;198.00;198.00;0.00;198.00;198.00;0.00;198.00;33.00;7.00;30.00;165.00;7.00;168.00;468.76;163.77;312.10;binary;;binary;42.40;16.42;29.95;0.02;0.01;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;ORB;;BF;;336x252;;336x252;305x229;;305x229;4.72;2.71;2.12;0.00;0.00;false;0.06;0.04;0.03;0.09;0.05;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
SIFT;;ORB;;FLANN;;336x252;;336x252;305x229;;305x229;2.39;0.35;2.14;0.00;0.00;false;0.09;0.06;0.03;0.12;0.07;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
